8,diss
12,diss
19,diss
20,diss
27,diss
29,diss
38,diss
44,diss
2,satis
5,satis
9,satis
14,satis
15,satis
16,satis
22,satis
24,satis
25,satis
30,satis
31,satis
32,satis
36,satis
39,satis
40,satis
42,satis
43,satis
45,satis
48,satis
